7.400927204991010E+03	1.824652303672010E+01	1.605288369833420E+00	0.000000000000000E+00	1.026857017614330E+01	0.000000000000000E+00	0.000000000000000E+00	6.936494733046210E+00	0.000000000000000E+00	-3.722431164521000E+00	
3.547868963666470E+00	1.340205680405600E+03	5.493181261326540E+00	-1.551173328415400E+01	0.000000000000000E+00	-1.039854296185760E+01	-1.018151730349960E+01	0.000000000000000E+00	0.000000000000000E+00	-3.089981590372690E+00	
4.886956049287240E+00	1.777921807011560E+01	7.786925344931270E+03	-1.416344068926480E+01	0.000000000000000E+00	9.199220315584210E+00	-3.687969272917250E+00	0.000000000000000E+00	-3.207092172491330E+00	-1.031191757281610E+01	
2.119245811229340E+00	1.285630124731640E+01	2.777700794024250E+00	2.055271595044270E+03	-2.862499337602240E-01	9.880436967296410E+00	7.308270143936990E+00	-9.745515395986680E+00	-7.386319279023180E+00	0.000000000000000E+00	
0.000000000000000E+00	-9.415969369406070E+00	-9.744820460833280E-01	-2.312215136910450E+00	7.721203227085360E+03	-3.155697727178290E+00	5.228577236981230E+00	9.772470565589780E+00	0.000000000000000E+00	4.092116076179020E+00	
-1.632603354449670E+01	1.120494952966240E+00	0.000000000000000E+00	-5.518479817695620E+00	-1.067127605700070E+01	3.775113534267370E+03	-5.663720864307010E+00	-9.518820141514330E+00	3.353155067534810E+00	-5.892475876245190E-01	
0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	0.000000000000000E+00	-1.309745485721400E+01	1.242301941076220E+01	2.665992189844560E+03	4.162353080153860E+00	-5.001257067746030E+00	7.529419352767570E+00	
-1.763819985232530E+01	9.248538913618650E+00	-9.135953292785000E+00	1.436591728780800E+01	0.000000000000000E+00	5.304764468197310E+00	-1.044458349817890E+01	7.304732429771290E+03	6.136445304587140E+00	0.000000000000000E+00	
0.000000000000000E+00	0.000000000000000E+00	7.235663832140180E+00	0.000000000000000E+00	1.556824775693240E+01	0.000000000000000E+00	-6.233460510855970E-01	8.382996293250860E+00	2.005280447615890E+02	2.217436236856470E+00	
0.000000000000000E+00	1.131203934135250E+01	0.000000000000000E+00	5.336142271842020E+00	8.899777333943530E+00	-3.526498847574350E+00	0.000000000000000E+00	-7.768326195194450E+00	6.865522680198280E+00	2.356888740265990E+03	
